block;russian;fr;es;pt;ar;zh
extended_6000;кля́тва (ж.р.);serment;juramento;juramento;القسم;誓言
extended_6000;теле́га (ж.р.);panier;carro;carrinho;عربة;购物车
extended_6000;пляса́ть;danse;bailar;dançar;الرقص;舞蹈
extended_6000;прихвати́ть;saisir;agarrar;agarrar;الاستيلاء;抢
extended_6000;заве́домо;évidemment;obviamente;obviamente;واضح;显然
extended_6000;однозна́чный (м.р.);sans ambiguïté;inequívoco;inequívoco;لا لبس فيه;明确
extended_6000;нетру́дно;pas difficile;no es difícil;não é difícil;ليس بالصعب;并不难
extended_6000;старшина́ (м.р.);contremaître;capataz;capataz;رئيس العمال;工头
extended_6000;неме́дленный (м.р.);immédiat;inmediato;imediato;فوري;立即
extended_6000;жук (м.р.);coléoptère;escarabajo;besouro;الخنفساء;甲虫
extended_6000;вооружи́ть;bras;brazo;braço;الذراع;手臂
extended_6000;кли́чка (ж.р.);pseudo;apodo;apelido;اللقب;昵称
extended_6000;чудны́й (м.р.);merveilleux;maravilloso;maravilhoso;رائعة;精彩
extended_6000;дру́жный (м.р.);amical;amigable;amigável;ودية;友好
extended_6000;каза́хский (м.р.);Kazakh;Kazajo;Cazaque;الكازاخستانية;哈萨克语
extended_6000;гру́да (ж.р.);tas;pila;pilha;كومة;桩
extended_6000;сбра́сывать;réinitialiser;restablecer;redefinir;إعادة تعيين;重置
extended_6000;вреза́ться;crash;accidente;acidente;الحادث;崩溃
extended_6000;ля (с.р.);la;la;la;لا;拉
extended_6000;амби́ция (ж.р.);ambition;ambición;ambição;الطموح;野心
extended_6000;сиде́ние (с.р.);siège;asiento;assento;المقعد;座位
extended_6000;лик (м.р.);visage;cara;rosto;الوجه;脸
extended_6000;вынима́ть;supprimer;eliminar;remover;إزالة;删除
extended_6000;расти́тельный (м.р.);légume;vegetal;vegetal;الخضار;蔬菜
extended_6000;осва́ивать;maître;maestro;mestre;سيد;大师
extended_6000;императри́ца (ж.р.);impératrice;emperatriz;imperatriz;الإمبراطورة;皇后
extended_6000;жать;récolter;cosechar;colher;جني;收获
extended_6000;бессме́ртие (с.р.);immortalité;inmortalidad;imortalidade;الخلود;不朽
extended_6000;репети́ция (ж.р.);répétition;ensayo;ensaio;التدرب;排练
extended_6000;исправле́ние (с.р.);correctif;arreglar;correção;الإصلاح;修复
extended_6000;грузово́й (м.р.);cargaison;carga;carga;البضائع;货物
extended_6000;каза́рма (ж.р.);caserne;cuartel;quartel;ثكنات;军营
extended_6000;рыба́лка (ж.р.);pêche;pesca;pesca;صيد السمك;钓鱼
extended_6000;те́сто (с.р.);pâte;masa;massa;العجين;面团
extended_6000;задава́ться;demander;preguntar;pergunte;اسأل;问
extended_6000;поле́зно;utile;útil;útil;مفيد;有用
extended_6000;небре́жно;avec désinvolture;casualmente;casualmente;عرضاً;随意
extended_6000;отсе́к (м.р.);compartiment;compartimento;compartimento;مقصورة;隔间
extended_6000;жела́емый (м.р.);souhaité;deseado;desejado;مرغوب فيه;期望
extended_6000;вы́числение (с.р.);calcul;cálculo;cálculo;الحساب;计算
extended_6000;ле́звие (с.р.);lame;hoja;lâmina;الشفرة;刀片
extended_6000;вы́лезти;sors;sal;saia;اخرج;出去
extended_6000;ме́рзкий (м.р.);ignoble;vil;vil;خسيسة;卑鄙
extended_6000;косме́тика (ж.р.);cosmétiques;cosméticos;cosméticos;مستحضرات التجميل;化妆品
extended_6000;проникнове́ние (с.р.);pénétration;penetración;penetração;الاختراق;渗透
extended_6000;коне́чность (ж.р.);membre;extremidad;membro;الطرف;肢体
extended_6000;ру́сскоязычный (м.р.);russophone;de habla rusa;Falante russo;الناطقين بالروسية;俄语
extended_6000;трени́роваться;entraîner;tren;trem;القطار;火车
extended_6000;зарегистри́роваться;s'inscrire;registrarse;registrar;التسجيل;注册
extended_6000;ил (м.р.);ou;o;ou;أو;或
extended_6000;тро́нуться;bougez;muévete;mexa-se;تحركوا;行动起来
extended_6000;поперёк;à travers;a través;através;عبر;跨越
extended_6000;кро́шка (ж.р.);bébé;bebé;querido;حبيبتي;宝贝
extended_6000;разгро́м (м.р.);défaite;derrota;derrota;الهزيمة;失败
extended_6000;подста́вить;remplacer;sustituto;substituto;بديل;替代
extended_6000;ту́склый (м.р.);faible;tenue;escurecer;خافتة;昏暗
extended_6000;намека́ть;indice;pista;dica;إشارة;提示
extended_6000;нежела́ние (с.р.);réticence attribut;desgana;relutância;الإحجام;不情愿
extended_6000;припи́сывать;à attribuer;atributo;atributo;السمة;属性
extended_6000;бунт (м.р.);émeute;disturbios;motim;الشغب;骚乱
extended_6000;ро́ща (ж.р.);bosquet;arboleda;bosque;بستان;树林
extended_6000;терминоло́гия (ж.р.);terminologie;terminología;terminologia;في المصطلحات;术语
extended_6000;необыча́йно;inhabituel;inusual;incomum;غير عادي;不寻常
extended_6000;пятёрка (ж.р.);cinq;cinco;cinco;خمسة;五
extended_6000;вы́глянуть;attention;cuidado;cuidado;انتبه;小心
extended_6000;штурмо́вик (м.р.);avions d'attaque;aviones de ataque;aeronaves de ataque;طائرات هجومية;攻击机
extended_6000;приго́дный (м.р.);approprié;adecuado;adequado;مناسب;适合
extended_6000;вы́ручка (ж.р.);revenus;ingresos;receita;الإيرادات;收入
extended_6000;оби́лие (с.р.);abondance;abundancia;abundância;كثرة;丰富
extended_6000;распоряжа́ться;disposer;disponer;descartar;التخلص;处置
extended_6000;снабже́ние (с.р.);fourniture;suministro;fornecimento;العرض;供应
extended_6000;гормо́н (м.р.);hormone;hormona;hormônio;الهرمون;激素
extended_6000;помеща́ть;lieu;lugar;lugar;المكان;地点
extended_6000;слу́шание (с.р.);audience;audiencia;audição;السمع;听证会
extended_6000;укрепля́ть;renforcer;fortalecer;fortalecer;تقوية;加强
extended_6000;выть;hurler;aullido;uivo;عويل;嚎叫
extended_6000;бре́мя (с.р.);fardeau;carga;fardo;العبء;负担
extended_6000;уго́дный (м.р.);acceptable;aceptable;aceitável;مقبول;可接受
extended_6000;пробира́ться;fais ton chemin;haz tu camino;faça o seu caminho;شق طريقك;走你的路
extended_6000;пле́ер (м.р.);joueur;jugador;jogador;لاعب;玩家
extended_6000;па́мятный (м.р.);monuments commémoratifs;monumentos conmemorativos;memoriais;أذكار;纪念馆
extended_6000;гра́фика (ж.р.);graphiques;gráficos;gráficos;الرسوم البيانية;图形
extended_6000;возвести́;dressé;erecto;ereto;منتصبا;直立
extended_6000;сдви́нуть;bouger;mover;mover;تحرك;移动
extended_6000;перева́л (м.р.);réussir;pase;passar;تمر;通过
extended_6000;куре́ние (с.р.);fumer;fumar;fumar;التدخين;吸烟
extended_6000;паути́на (ж.р.);toile d'araignée;telaraña;teia de aranha;بيت العنكبوت;蜘蛛网
extended_6000;семна́дцать;dix-sept;diecisiete;dezessete;السابعة عشرة;十七
extended_6000;снаряже́ние (с.р.);équipement;equipo;equipamentos;المعدات;设备
extended_6000;домини́ровать;dominer;dominar;dominar;يهيمن;统治
extended_6000;ткнуть;piquer;empujar;cutucar;نكزة;戳
extended_6000;навя́зывать;imposer;imponer;impor;فرض;强加
extended_6000;бесси́льный (м.р.);impuissant;impotente;impotente;عاجز;无能为力
extended_6000;азиа́тский (м.р.);Asiatique;asiático;Asiático;آسيوي;亚洲人
extended_6000;седло́ (с.р.);selle;silla de montar;sela;سرج;马鞍
extended_6000;гварде́йский (м.р.);gardes;guardias;guardas;الحراسة;卫兵
extended_6000;правота́ (ж.р.);c'est vrai;correcto;certo;صحيح;对
extended_6000;умолча́ние (с.р.);par défaut;predeterminado;padrão;افتراضي;默认
extended_6000;полиго́н (м.р.);polygone;polígono;polígono;مضلع;多边形
extended_6000;журнали́стика (ж.р.);journalisme;periodismo;jornalismo;الصحافة;新闻学
extended_6000;больни́чный (м.р.);congé de maladie;baja por enfermedad;licença médica;الإجازة المرضية;病假
extended_6000;подча́с;parfois;a veces;às vezes;أحياناً;有时
extended_6000;положи́тельно;positif;positivo;positivo;إيجابية;积极
extended_6000;претенде́нт (м.р.);concurrent;contendiente;candidato;المنافس;竞争者
extended_6000;устреми́ться;se précipiter;prisa;pressa;الاندفاع;冲
extended_6000;коро́на (ж.р.);couronne;corona;coroa;التاج;皇冠
extended_6000;про́чность (ж.р.);force;fuerza;força;القوة;实力
extended_6000;модифика́ция (ж.р.);modification;modificación;modificação;التعديل;修改
extended_6000;поздоро́ваться;dis bonjour;saluda;diga olá;السلام عليكم;打个招呼
extended_6000;предсказа́ть;prédire;predecir;prever;التنبؤ;预测
extended_6000;повинова́ться;obéir;obedecer;obedecer;طاعة;服从
extended_6000;коза́ (ж.р.);chèvre;cabra;cabra;الماعز;山羊
extended_6000;несомне́нный (м.р.);sans aucun doute;indudable;sem dúvida;لا شك فيه;毫无疑问
extended_6000;многокра́тно;plusieurs fois;muchas veces;muitas vezes;عدة مرات;很多次
extended_6000;вы́годно;rentable;rentable;lucrativo;مربحة;有利可图
extended_6000;украи́нец (м.р.);ukrainien;ucraniano;Ucraniano;الأوكرانية;乌克兰语
extended_6000;кова́рный (м.р.);perfide;traicionero;traiçoeiro;غدر;奸诈
extended_6000;аккумулятор (м.р.);batterie;batería;bateria;البطارية;电池
extended_6000;револьве́р (м.р.);revolver;revólver;revólver;المسدس;左轮手枪
extended_6000;благослови́ть;bénisse;bendice;abençoe;بارك الله فيكم;保佑
extended_6000;переспроси́ть;demande à nouveau;preguntar de nuevo;pergunte novamente;اسأل مرة أخرى;再问一次
extended_6000;обме́ниваться;partager;compartir;compartilhar;سهم;分享
extended_6000;су́щий (м.р.);existant;existente;existente;موجود;现有
extended_6000;заку́ска (ж.р.);collation;merienda;lanche;وجبة خفيفة;小吃
extended_6000;пла́новый (м.р.);prévu;planeado;planejado;المخطط لها;计划
extended_6000;блокно́т (м.р.);bloc-notes;bloc de notas;bloco de notas;المفكرة;记事本
extended_6000;гусь (м.р.);oie;ganso;ganso;أوزة;鹅
extended_6000;увле́чь;captiver;cautivar;cativar;آسر;着迷
extended_6000;по́черк (м.р.);écriture manuscrite;escritura a mano;caligrafia;خط اليد;手写
extended_6000;прибежа́ть;viens en courant;ven corriendo;venha correndo;تعالوا راكضين;来跑吧
extended_6000;цено́вой (м.р.);prix;precio;preço;السعر;价格
extended_6000;побра́ть;prendre;tomar;pegue;خذ;采取
extended_6000;перело́м (м.р.);fracture;fractura;fratura;الكسر;骨折
extended_6000;подде́рживаться;pris en charge;apoyado;suportado;معتمد;支持
extended_6000;досу́г (м.р.);loisirs;ocio;lazer;أوقات الفراغ;休闲
extended_6000;светово́й (м.р.);lumière;luz;luz;الضوء;光
extended_6000;суперма́ркет (м.р.);supermarché;supermercado;supermercado;سوبر ماركت;超市
extended_6000;ве́сить;peser;pesar;pesar;يزن;称重
extended_6000;ребёночек (м.р.);bébé;bebé;querido;حبيبتي;宝贝
extended_6000;реа́ктор (м.р.);réacteur;reactor;reator;مفاعل;反应堆
extended_6000;отрыва́ть;arracher;arrancar;arrancar;تمزيق;撕掉
extended_6000;посему́;donc;por lo tanto;portanto;لذلك;因此
extended_6000;цари́ца (ж.р.);reine;reina;rainha;الملكة;女王
extended_6000;отбира́ть;sélectionnez;seleccionar;selecione;اختر;选择
extended_6000;окра́ска (ж.р.);coloration;colorear;coloração;التلوين;着色
extended_6000;скорбь (ж.р.);chagrin;pena;tristeza;الحزن;悲伤
extended_6000;облига́ция (ж.р.);caution;vínculo;vínculo;السند;债券
extended_6000;постепе́нный (м.р.);progressif;gradual;gradual;تدريجيًا;渐进
extended_6000;вспомога́тельный (м.р.);auxiliaire;auxiliar;auxiliar;مساعد;辅助
extended_6000;бюрокра́тия (ж.р.);bureaucratie;burocracia;burocracia;البيروقراطية;官僚主义
